"TIF","BLUEBOOK","TRAVTIME","AGE","CAR_AGE","YOJ","INCOME"
10,16170,44,49,8,15,57071
4,24480,19,46,17,9,5741
10,8040,37,32,2,12,26934
7,26440,50,46,6,10,49681
1,5500,20,40,8,2,50299
10,19810,19,43,9,11,71906
4,20430,15,32,2,1,1
10,25390,46,32,2,14,8405
11,15570,38,48,19,11,83420
7,6360,16,37,2,12,11630
3,3640,48,32,2,12,21358
1,18360,40,35,2,13,104949
7,15740,34,51,12,10,72962
1,11360,37,41,10,14,57616
10,21440,41,40,7,13,20575
11,10930,31,49,17,1,1
3,7440,34,49,11,1,1
9,9980,25,39,11,10,45790
4,13790,5,28,5,10,94864
1,19880,17,45,14,9,48820
1,15920,7,46,16,11,54029
1,13510,22,40,10,11,80053
1,5800,32,43,2,12,54029
1,21100,29,57,18,20,95812
10,9540,44,45,8,15,35404
6,15170,54,45,2,12,80602
6,18540,45,44,2,14,10639
4,10550,33,47,17,12,85730
6,7050,22,40,2,11,15520
1,18960,28,33,11,1,1
10,11950,5,39,2,14,25445
11,5000,35,35,8,13,98325
6,18250,31,31,10,4,19231
6,14650,33,42,2,15,11618
1,26500,39,55,6,14,137658
6,16270,26,39,18,10,54029
4,9130,37,34,8,16,42285
1,17550,12,60,12,14,58464
11,12200,57,31,8,9,23534
3,5800,47,43,2,1,1
6,22930,42,55,2,14,46228
6,14620,52,40,9,13,37129
6,16560,31,38,2,12,112582
3,11660,42,45,2,18,34891
11,9600,37,40,12,11,40957
4,28950,28,46,17,12,175118
6,3800,29,23,6,1,1
1,15630,44,38,12,13,103324
13,48620,9,46,17,11,256871
6,16360,44,59,14,15,89637
1,12950,33,44,2,12,70453
3,62240,41,60,15,13,249590
6,32890,13,53,21,12,95045
6,12490,50,30,7,11,17456
1,10950,20,65,20,16,64981
1,29100,40,44,20,12,219769
4,12460,30,35,8,14,58229
6,11570,39,46,13,9,39239
11,7390,26,40,7,15,18887
1,12800,39,57,19,12,186611
1,32820,54,30,2,10,31375
1,14810,28,57,9,18,76124
3,16230,14,45,8,12,102265
6,29040,52,49,10,8,226423
4,21410,47,30,11,13,61165
17,29870,37,41,2,14,50543
1,28850,52,49,14,13,116041
1,13250,42,51,15,12,66502
13,18550,5,53,9,14,95456
1,2670,38,40,2,1,1
6,9470,18,61,12,10,59564
6,20630,38,52,10,12,63968
7,14500,40,41,7,12,27908
1,11110,5,42,11,12,80055
7,11900,11,51,2,12,52968
1,18560,35,59,15,15,54029
7,8380,27,40,2,1,1
9,15440,6,53,2,1,1
4,19280,48,46,2,13,51226
4,23840,28,30,10,12,134793
1,17580,31,37,2,10,30288
10,7510,16,35,19,5,60076
1,26620,19,42,2,12,52899
10,11530,27,56,12,12,44260
6,33750,43,58,19,14,69215
4,19650,27,50,15,13,107048
6,7740,22,46,10,12,16370
4,9780,23,39,2,14,36242
1,5800,69,41,4,13,1955
1,21620,32,46,2,12,26602
1,8290,22,43,9,14,67892
1,23510,39,48,17,12,82710
6,22160,36,34,9,1,1
1,17820,34,39,14,12,93613
15,10300,36,50,19,15,26538
10,10110,9,52,5,13,91301
7,9800,6,39,11,13,54029
1,9620,43,33,2,9,31531
7,14870,52,44,10,6,51173
7,3680,45,27,7,13,19256
4,5600,34,41,2,1,1
4,13410,41,49,15,9,47966
6,6650,28,49,17,6,38171
11,20820,31,54,17,13,84097
1,5300,13,38,14,1,1
1,25850,44,46,6,9,66252
10,22610,38,37,2,12,27510
10,16540,30,45,8,12,77204
6,16030,40,40,2,11,133624
13,8150,30,51,2,8,13660
1,5100,58,46,13,9,35996
7,24630,23,24,6,11,5428
1,14390,20,41,14,14,43705
4,25770,25,44,7,13,151992
6,24050,53,35,2,9,54029
6,25540,37,63,15,10,87517
6,7800,33,63,16,1,1
17,8790,33,42,2,16,30940
3,16350,56,49,17,12,99489
1,17360,75,50,2,13,14601
10,23880,19,61,17,7,46827
10,19370,20,40,15,17,138737
3,8880,56,52,6,7,21803
1,32400,36,53,10,15,66063
1,15600,44,50,8,15,81494
1,10420,30,48,5,11,58369
7,12070,28,33,11,16,72732
4,2840,32,47,8,12,133676
1,12140,50,45,2,1,1
6,8010,50,38,16,15,68329
13,11970,38,30,11,11,74726
16,7180,36,42,14,12,14796
4,12560,27,64,2,6,46599
1,29390,27,44,21,13,179608
4,1500,23,45,7,12,78600
7,5800,45,43,2,1,1
6,10060,22,43,8,14,42555
8,16970,29,48,10,12,106669
1,11040,16,33,7,12,46377
1,36030,30,54,21,13,133409
4,1500,29,54,2,1,1
4,1500,22,26,2,1,1
10,16200,14,50,18,14,43219
1,13120,51,36,9,12,25088
4,22780,61,38,2,14,92396
4,6570,75,38,2,1,1
7,21230,43,30,2,11,54029
6,18750,57,45,8,14,86604
13,12990,60,36,10,9,78949
1,40750,33,55,11,14,113701
7,4960,26,31,9,8,3595
10,40630,32,42,17,15,182463
14,15150,31,40,2,15,58001
4,6400,35,49,2,9,1134
7,21990,41,48,15,14,156919
1,20110,5,47,2,11,52413
4,7500,32,60,2,1,1
13,12790,49,32,19,1,1
1,10790,37,51,2,13,50376
4,20630,37,42,9,6,21043
1,4210,10,32,6,11,27054
7,12010,32,46,7,11,59111
1,17700,36,47,17,8,115009
1,17620,48,52,9,1,1
6,7870,21,50,8,8,63725
6,23670,32,37,18,9,72448
6,29370,27,54,11,12,43386
7,12560,19,56,10,11,31094
1,16360,43,41,11,12,74188
7,26150,30,54,10,15,39000
4,17240,47,37,8,15,61518
1,12720,44,39,2,7,54029
14,13640,29,39,2,10,61568
7,6000,15,44,17,14,89293
4,8860,28,53,10,17,20619
1,15340,49,36,7,13,2648
1,11280,46,49,7,14,35868
13,5800,24,43,2,1,1
17,20690,29,38,12,9,40663
6,5340,47,60,2,18,38392
1,21980,39,53,12,13,45309
6,17380,5,38,2,12,54029
14,18630,19,52,16,14,146002
14,30050,47,53,2,1,1
4,13110,41,44,8,11,72119
3,30050,39,58,5,12,61078
1,32210,71,35,7,12,81631
3,8100,36,51,18,9,54029
6,6900,55,54,13,1,1
14,19540,5,73,22,12,116521
9,18410,44,46,6,16,36080
4,14360,10,35,2,14,22022
4,10260,60,31,2,14,39490
6,1500,67,39,9,10,54029
4,12470,49,61,2,14,48735
11,18920,17,46,9,12,50864
6,10510,33,36,13,12,159
1,9740,41,43,7,16,39433
6,5790,14,43,2,1,1
10,25720,39,27,14,10,81475
7,5220,40,55,7,13,26089
13,25350,55,53,20,14,97532
1,2480,46,31,2,1,1
7,6100,35,46,10,12,45046
10,21750,31,53,18,16,106623
1,16490,47,46,15,15,103885
4,18370,45,48,2,12,54029
1,15990,25,42,15,15,54029
11,10160,28,52,14,14,101283
1,18200,47,54,11,12,21867
11,18860,34,58,13,17,46215
4,14960,36,35,7,14,1345
6,1500,29,41,2,14,34057
1,20280,42,38,10,15,40249
13,16480,11,44,8,9,67814
4,1590,42,28,6,11,16046
6,12080,58,46,13,10,59839
1,15690,21,50,2,14,35098
4,23740,68,51,9,11,117810
1,7910,42,57,16,14,196890
16,17310,25,41,12,14,58964
1,18890,29,44,22,9,54029
1,7520,25,42,10,14,7314
4,10840,35,42,10,12,23938
21,22780,30,46,11,7,140114
4,34790,21,47,12,11,71977
7,28000,26,39,7,9,28925
1,9290,12,37,2,15,40925
10,10460,50,52,2,12,19422
11,29620,12,47,18,12,125126
13,8640,43,53,2,1,1
4,6530,62,42,8,16,74550
17,18240,33,47,2,8,69561
4,15740,32,38,12,15,57937
1,34030,53,55,17,13,58164
4,15650,41,42,20,13,91846
6,11300,53,50,10,13,47992
10,5700,48,42,9,11,41294
1,9550,50,45,2,10,19918
4,6550,30,41,2,7,9537
1,6990,19,46,10,1,1
4,9360,52,34,2,12,44573
9,1500,25,46,9,9,102093
3,12520,17,60,14,14,38396
7,18050,63,46,2,8,50253
4,11020,45,42,6,13,14706
4,15570,30,57,8,9,81768
7,8370,44,50,2,1,1
7,23910,19,25,13,10,71208
7,18080,19,40,14,14,113748
7,25420,11,53,15,16,186174
6,7600,53,35,20,9,33523
7,10530,20,35,8,14,55263
1,7960,20,55,16,14,9620
6,3950,49,59,10,15,27824
10,6710,27,38,2,18,14099
11,19330,50,44,2,11,73725
13,9810,14,40,12,12,43099
13,31800,28,54,15,12,36232
4,16730,20,51,11,7,101321
6,22040,33,58,14,15,89859
6,12240,8,50,12,14,57388
6,13410,32,29,10,12,87622
7,14780,13,45,13,13,54029
6,29900,36,43,2,12,71725
1,25850,36,46,11,8,60552
1,6710,66,36,10,10,51354
3,17980,43,60,17,13,45039
17,2500,18,33,7,12,9982
5,17330,55,45,6,14,87421
1,23350,51,37,11,13,38129
1,17270,64,52,7,9,21728
1,6980,64,36,10,5,2412
6,8540,32,57,9,15,144343
1,21590,12,49,5,13,46337
1,11110,36,46,7,11,50118
1,12290,48,62,8,15,54029
10,14650,28,45,2,12,73327
1,8870,33,41,11,1,1
1,18330,30,39,10,13,87417
1,32260,51,53,14,12,77353
1,15860,42,45,2,11,15797
1,10900,11,58,2,12,1103
9,9260,22,49,11,7,137538
7,11550,32,48,12,11,14883
6,19200,22,58,7,16,98574
7,15620,37,49,2,15,47797
11,20290,18,55,17,16,114135
6,21100,30,43,2,19,36946
6,1500,36,36,8,1,1
4,6180,29,41,2,14,34057
6,12660,35,37,7,14,31723
1,10840,19,53,2,11,24905
10,17540,85,46,2,14,36608
1,6470,16,57,13,11,58925
10,11030,36,54,5,13,54029
1,16320,66,39,9,8,12237
6,20360,45,48,17,13,59147
6,20690,57,47,5,12,62487
3,15240,35,48,12,12,89405
3,13950,51,33,14,12,91550
4,12850,8,52,17,12,35260
9,22830,37,44,16,13,69621
1,27010,19,43,10,16,41395
10,16420,20,29,11,16,45829
4,10440,38,41,20,12,85057
16,10530,20,45,6,2,42134
4,20160,5,62,9,16,94345
10,16150,56,49,14,12,6005
1,15200,65,38,2,15,9618
17,21180,29,31,12,14,99413
11,6100,60,48,13,14,120484
1,13030,31,51,12,12,64293
4,12680,11,44,6,10,76590
9,15240,35,54,2,14,24398
7,4700,39,32,7,1,54029
10,5700,46,42,6,11,74485
10,5400,38,39,7,12,59996
4,29520,32,40,11,12,195507
4,34150,37,57,9,12,53340
10,1680,5,43,7,11,1765
1,19020,29,49,6,15,122266
4,6820,37,50,12,1,1
1,38260,15,38,12,16,54029
1,21480,31,38,18,13,81025
1,5820,35,33,5,13,120666
14,7970,25,50,2,12,29140
10,17810,37,38,6,10,48607
10,13110,46,56,14,12,54029
1,8370,23,51,14,17,133470
6,21970,41,48,26,12,124488
1,19000,19,33,9,14,72969
13,16270,47,44,10,14,54029
1,17030,23,35,7,14,59556
1,17120,53,29,10,12,92949
10,18770,28,40,14,10,49183
6,34310,48,55,13,16,86269
1,21780,29,49,11,12,68712
7,18490,44,42,12,13,50520
1,7890,25,41,12,13,23328
11,22040,41,45,10,13,63118
3,1500,40,51,2,16,85318
1,16480,21,38,2,9,58531
10,33100,20,29,9,9,83558
1,14000,61,55,7,14,76119
6,6700,58,52,13,13,66437
7,18930,35,57,2,13,188537
1,30690,23,56,11,15,198721
1,6760,61,42,11,15,120316
19,16240,29,36,6,13,111447
8,15370,73,35,2,13,101957
6,18500,40,57,12,16,148444
7,20520,26,34,12,16,42464
4,17500,59,46,8,19,57871
13,21860,47,46,14,14,109610
8,8090,46,34,2,17,61221
1,13540,9,45,21,14,44493
7,20000,40,67,11,12,55290
6,10700,30,50,14,15,41989
1,6170,34,29,2,1,1
1,28850,31,55,11,13,39483
16,8240,12,43,7,7,24412
6,12280,22,52,11,1,1
9,7760,26,31,12,16,20556
10,34450,43,53,2,13,44439
1,17680,30,42,2,7,19503
12,5700,43,42,2,14,19836
11,16150,5,26,7,15,10731
6,17490,34,45,16,9,114906
7,14990,14,37,10,11,97917
7,5300,20,38,16,14,77506
1,18210,23,40,2,9,31679
4,9920,59,45,5,14,39164
4,5400,40,39,11,11,54029
6,27610,39,45,11,13,52245
1,7000,46,55,6,16,41883
9,9300,25,59,12,8,150957
12,18830,35,51,10,9,42598
13,9050,55,35,7,14,40458
1,17700,29,54,13,1,1
4,10850,53,41,9,9,3605
7,27320,16,35,15,10,142998
10,31560,44,23,10,10,68688
3,19410,24,43,12,10,63645
1,16980,25,31,2,13,32382
1,17760,13,48,12,11,108268
1,15490,54,61,12,1,1
1,30900,27,58,16,17,235987
6,10550,24,42,2,11,37439
7,6400,41,49,2,10,75773
8,23810,33,50,9,12,53211
11,17690,15,38,17,12,54029
16,11500,70,32,2,12,1
4,11750,44,56,8,19,14758
3,20820,7,50,11,11,101297
4,8950,142,55,2,16,19533
11,18780,31,42,2,15,22226
1,16520,13,48,2,4,54240
1,6600,23,51,2,1,1
3,26910,32,62,19,14,69875
1,5600,58,40,2,15,4886
11,13290,26,28,2,12,30878
1,1500,35,40,17,17,189556
1,9960,55,37,8,15,14056
7,10580,36,47,2,15,43780
1,5410,16,34,2,1,1
1,10190,16,29,9,8,11955
4,38440,21,47,20,10,95399
1,22500,9,59,12,8,150957
6,29940,34,57,15,12,144877
7,11800,15,46,12,10,57050
8,7250,55,51,7,14,55728
4,13170,12,43,17,12,73248
1,24020,33,63,16,1,1
13,16500,53,24,7,9,12872
15,6570,28,36,2,1,1
7,5640,24,29,2,14,30448
1,29640,31,55,15,10,188789
6,6900,41,54,17,8,82396
4,6000,34,45,8,1,1
1,30930,44,44,19,15,250287
10,14070,42,40,7,11,31994
1,19960,28,32,2,15,35794
15,14520,37,59,7,15,71198
4,18660,22,52,11,13,97337
1,21020,41,66,2,16,33645
1,11960,32,35,18,10,69593
1,10000,31,61,8,12,24050
1,20770,39,45,2,13,16228
1,21280,16,60,2,13,37941
1,19960,73,59,10,10,79381
4,17210,30,55,2,12,112424
1,25250,16,48,9,1,1
4,4120,27,26,7,1,1
1,6320,49,43,6,1,1
1,15000,47,41,8,13,64958
1,14220,26,52,11,11,101638
10,6360,14,31,6,13,17568
6,13820,33,57,21,11,162166
1,6100,5,46,7,12,73645
11,18870,51,46,2,14,19271
10,4900,16,34,10,13,56114
7,15480,5,37,11,8,102770
4,11990,32,42,2,15,32809
3,9900,9,42,2,13,9672
7,17810,23,51,13,13,70847
4,5620,33,36,2,13,32253
13,12100,41,39,10,13,66963
1,13960,5,45,14,16,79587
17,8160,47,40,2,15,26556
4,13980,38,56,15,10,68801
1,41280,23,56,17,11,199337
6,6970,58,34,6,15,56096
6,19470,37,54,11,17,72541
1,9260,54,44,2,12,26654
6,19330,32,40,2,13,109957
1,28570,32,53,7,9,109231
4,14880,25,52,2,12,38443
1,14080,31,36,14,12,78380
9,22520,23,42,9,13,109920
11,18080,38,55,9,16,121914
6,19740,74,51,5,9,52396
6,3320,44,21,9,13,361
1,12110,29,40,2,12,38958
4,9330,23,57,2,17,6019
1,31040,56,33,2,9,32709
6,19080,13,51,9,7,72038
6,12460,9,58,14,13,95448
9,9270,50,37,11,1,1
6,16390,15,54,8,14,20059
1,1500,18,46,17,10,136302
6,35600,43,51,10,15,188842
1,33220,55,37,8,12,92634
1,12510,19,36,2,10,20766
4,6400,24,49,16,1,1
1,24170,36,60,9,13,79246
7,11280,10,39,2,12,97767
1,18150,57,53,2,12,32957
21,29070,18,54,2,11,107554
3,24070,60,46,14,14,64031
1,31960,37,42,8,14,54029
11,37960,21,46,17,13,214654
4,2740,21,44,9,16,90940
9,20730,46,38,12,11,95198
6,22730,38,35,7,13,21076
6,22090,5,37,2,9,32498
6,15490,31,47,12,12,14360
17,10030,40,51,2,14,27451
10,8880,17,50,2,13,23774
1,12020,11,51,10,8,105195
7,16420,47,27,6,7,58577
4,24560,33,22,9,9,33572
1,12990,22,42,11,15,68331
1,40180,62,51,16,9,185020
6,18270,22,41,7,8,78867
13,18180,38,41,2,15,57074
17,26360,43,62,20,13,69332
10,14330,33,60,14,14,128276
1,14710,62,48,17,14,132115
1,13640,24,59,2,13,12360
1,14760,21,48,16,11,84648
4,16830,19,33,13,10,120323
1,12950,32,55,6,14,59544
1,11030,33,55,12,17,18245
7,12750,44,43,7,12,69477
3,27980,30,50,9,13,43893
7,10930,55,48,2,12,56815
1,13270,25,32,8,14,35120
1,20770,35,49,26,12,143720
1,27640,45,57,15,15,134838
6,12000,12,58,2,13,30361
1,11560,22,45,10,12,55574
10,19530,41,39,14,12,80022
12,11940,38,35,5,12,116871
3,22920,31,46,14,1,1
1,10790,36,40,14,11,52857
4,27000,64,40,13,12,83892
7,26810,30,55,15,15,253059
4,31930,19,41,22,12,97615
1,9030,40,33,2,1,1
3,11760,37,57,17,16,106466
10,11690,75,41,2,11,55715
1,23170,9,39,12,12,140276
10,8240,41,50,14,13,45216
1,5800,15,43,7,1,1
6,8110,30,37,2,12,29059
3,10390,41,54,8,14,54029
6,1500,51,50,18,1,1
6,7730,64,54,7,12,52384
6,17140,21,60,9,16,35391
1,33840,18,47,18,12,243752
4,7760,56,29,2,15,33573
1,6420,77,44,2,14,18155
7,42520,37,61,15,14,103294
6,19780,22,51,11,12,152157
1,3030,31,38,2,14,15253
4,4910,33,49,8,18,34128
3,10700,39,32,2,7,11899
7,11800,52,51,12,1,1
1,11210,20,48,7,12,49036
1,23140,21,38,20,10,178357
4,14990,39,38,2,18,3152
1,14190,49,42,2,12,59599
1,16540,26,44,8,12,61617
1,13790,14,48,2,13,46840
6,23830,27,59,8,15,23893
1,6700,64,52,10,1,1
1,8810,23,33,11,13,40072
16,19550,61,38,2,16,54029
1,8510,26,33,9,12,18197
6,14130,37,48,2,9,78255
1,6800,25,53,15,10,96094
1,14610,21,46,15,6,75984
4,17470,20,35,14,12,54029
1,57970,19,59,13,18,320128
6,2440,38,30,2,16,9362
6,43960,43,62,22,16,189239
6,6200,59,47,2,1,1
17,14720,41,52,14,15,52830
10,10440,34,31,9,12,58392
10,8260,24,30,2,11,32810
4,1500,45,40,2,12,54029
10,8550,6,43,8,9,33404
10,16180,16,50,17,12,96763
7,16180,20,64,2,11,15879
1,6400,54,47,2,14,28967
1,24320,38,45,10,13,107328
1,8450,34,43,6,13,637
9,11060,39,62,2,1,1
3,12460,25,42,9,13,67645
6,44110,15,50,14,15,100095
4,9460,41,36,2,11,52721
4,28890,38,54,2,7,52183
1,4300,30,28,14,1,1
1,35610,48,51,2,12,26417
1,31490,19,55,11,10,244906
4,7940,5,43,7,7,35314
6,9370,13,50,9,11,54029
4,7350,57,50,2,1,1
6,6100,39,36,12,12,84675
4,25660,42,27,13,12,104576
7,8950,20,52,17,16,74469
4,11510,9,60,11,16,40093
10,41620,51,51,21,14,188188
7,38750,53,43,2,12,45290
1,17290,12,43,19,11,112451
11,16440,32,27,14,14,98137
7,29730,16,48,16,15,113887
6,10010,25,53,11,7,32074
10,30420,14,35,10,12,51913
17,9140,18,37,10,12,29003
4,19990,36,35,8,12,149938
1,21640,25,48,14,17,203752
4,20580,31,52,12,11,74204
11,15610,31,38,13,10,47605
1,16300,33,36,13,10,111962
7,5700,31,45,17,8,73241
11,4480,44,28,2,12,29803
1,22410,25,45,1,9,107203
1,15520,22,56,16,10,140206
3,17740,24,43,10,14,55275
6,10660,17,52,19,12,74621
1,11990,29,32,11,1,1
7,6600,37,51,2,1,1
4,13940,35,50,12,14,74367
6,33880,37,59,12,15,264818
9,21180,23,61,19,14,28351
1,2670,30,29,9,9,5293
7,21300,18,42,2,12,61416
6,22280,41,48,2,12,54029
7,19230,10,36,13,10,102383
4,1500,18,44,10,17,60399
3,21830,34,46,11,12,146883
7,18340,38,54,20,11,114435
3,12760,22,40,9,14,72552
8,7200,32,57,2,1,54029
1,21650,30,41,2,15,54029
1,19690,40,33,2,15,39157
7,6640,42,48,2,11,48838
1,22300,47,49,16,16,94465
1,4250,9,44,15,15,27509
4,14190,12,33,17,13,110126
10,21900,23,57,21,14,94168
3,10000,16,45,13,12,39979
10,7000,29,55,12,10,51812
7,15180,40,35,5,15,27397
6,10510,35,41,17,14,69084
4,2030,19,54,13,10,5341
1,15270,38,46,6,16,91686
1,16850,51,52,8,11,26117
6,29980,20,31,7,14,80862
17,13350,52,36,8,1,1
10,9540,32,51,2,11,31861
8,17600,22,43,2,14,54029
9,4900,16,34,6,4,6954
21,18910,32,54,12,16,82466
6,28580,30,44,2,14,76923
4,16050,31,52,9,12,95834
4,26880,25,58,16,14,84609
1,6800,33,53,15,1,1
13,12070,36,36,9,13,69715
4,24600,48,53,12,9,51803
7,25530,59,38,6,9,97115
6,22310,47,33,2,12,77952
10,5250,65,21,9,13,361
4,5280,40,32,2,13,5769
7,16530,28,53,15,1,1
6,17960,55,49,18,15,4217
10,13200,30,51,2,16,11071
6,20100,57,45,11,12,186028
1,43590,10,66,9,13,83828
3,16320,37,48,10,8,100219
11,27530,38,56,2,12,133950
1,10860,39,53,2,14,17425
1,16230,18,50,17,1,1
1,16160,26,50,25,15,55247
3,17760,14,46,15,13,116635
6,30390,35,59,13,16,68527
10,17700,24,53,7,13,16537
6,11840,43,38,12,12,48485
6,27000,33,43,13,10,77489
7,15610,24,45,7,19,37987
4,33280,38,42,2,10,43835
1,27730,57,34,8,14,95439
1,29550,34,44,9,13,69786
7,32040,27,42,2,7,126382
4,28470,36,35,13,12,116037
3,24780,31,52,9,9,63347
9,8890,39,49,2,10,24895
7,22330,35,51,22,13,78388
1,37440,20,54,2,13,58361
9,14550,24,34,2,18,24796
1,32090,28,37,9,12,135036
4,25500,24,44,2,15,79558
6,31030,25,57,2,18,102494
14,13020,30,52,7,13,30776
13,15360,21,43,8,12,45910
1,1500,33,56,12,14,210661
4,10090,48,38,7,1,1
9,9390,62,65,16,16,13881
10,17990,60,48,16,12,79917
11,10930,29,42,9,1,1
1,12900,49,32,11,17,53771
7,2910,5,47,21,15,14097
1,8350,43,68,13,14,54029
7,13760,37,35,2,11,45652
1,28750,24,47,12,11,105961
1,18720,45,43,9,12,74636
1,20260,18,50,11,11,58946
1,14580,20,40,2,12,90833
10,13820,24,40,2,12,76914
10,28800,29,39,10,7,68005
6,9490,32,42,13,14,45061
3,18160,25,25,10,13,75967
2,12200,24,52,13,12,54984
1,15090,11,37,10,10,26817
6,6100,41,46,11,13,128084
6,25640,41,50,2,13,21478
4,32260,35,48,11,15,1614
1,27120,56,44,11,10,61959
13,21910,28,45,8,15,54029
1,11190,21,57,9,17,39908
13,13760,23,47,8,14,75623
1,5200,46,31,2,11,8248
4,9350,23,43,2,11,35512
11,10790,30,40,9,8,52899
17,10910,29,36,5,1,1
4,18080,5,55,2,13,111709
1,30480,29,51,19,12,118787
11,25650,21,39,6,15,58155
1,26030,55,55,13,17,97766
6,14770,30,48,2,14,313
4,15980,47,68,16,11,76822
13,15190,44,48,20,12,75742
7,32670,43,51,22,8,232257
1,19120,30,49,2,1,1
6,7360,25,35,2,11,368
1,20710,48,58,2,1,1
10,19630,29,38,8,6,29880
13,17940,34,45,2,10,22742
4,20940,19,50,2,10,54029
1,25640,23,70,7,19,48623
4,6900,10,54,2,8,48698
4,26080,70,44,5,11,89608
7,7570,5,40,5,14,20677
3,17350,53,38,2,11,93899
1,6410,31,48,2,16,67877
1,17450,12,45,2,15,4911
1,21270,57,45,13,16,64917
1,16010,31,43,2,9,51567
5,6970,21,48,14,15,54692
10,11280,56,41,7,15,56821
1,13660,19,63,12,16,26922
10,8560,7,45,17,15,238875
12,13630,24,34,2,16,54029
3,25160,7,55,18,16,81428
4,28350,17,57,7,15,89633
1,9980,19,37,9,14,27965
1,18330,14,41,11,12,54114
4,7200,40,57,14,14,119976
9,26410,16,52,18,15,86470
4,14610,41,40,2,13,9985
1,18770,34,39,8,1,1
4,10410,22,42,8,11,47115
1,19750,55,58,15,17,54029
1,15750,23,49,10,2,34921
1,5200,26,37,2,1,1
3,6000,30,45,14,18,19422
1,16450,65,36,11,1,1
1,15110,25,42,10,11,75014
6,31770,26,44,2,14,35476
1,26480,60,33,2,4,91432
10,21300,34,41,6,12,96881
1,11400,40,44,9,11,53246
9,17590,18,32,8,12,34661
13,9210,28,63,2,12,54029
3,15800,15,54,2,14,88986
1,6410,18,47,7,1,1
1,16500,77,27,2,16,29009
13,17010,7,51,15,17,17399
1,11900,24,30,2,10,66709
4,5500,35,40,8,1,1
1,13700,9,38,6,10,67054
6,27490,59,55,7,13,43294
6,25200,20,40,7,15,42421
1,15330,40,55,8,12,83305
6,13120,53,30,7,10,21314
6,15150,45,38,18,14,33220
10,30730,35,53,12,15,97959
6,8270,39,36,9,1,1
1,5700,28,43,2,1,1
7,15100,46,32,13,12,71792
6,11930,31,41,6,15,51551
1,26200,31,53,17,17,148194
3,9630,41,45,9,10,13997
1,35130,35,52,10,8,94025
1,18630,21,49,16,15,97448
6,13810,40,50,8,9,54029
1,14080,21,49,2,7,61069
11,24120,29,53,9,10,47794
10,24580,43,45,2,12,19600
6,11190,48,29,10,14,54029
6,7200,55,57,2,14,53330
6,12440,28,49,20,13,70689
13,5500,25,40,21,11,73601
10,7000,19,55,18,15,76992
1,5900,53,47,7,11,78943
9,21040,5,43,2,10,32556
6,13490,17,38,9,1,1
8,3790,5,47,21,15,14097
1,27380,6,42,5,11,61420
6,6200,22,47,19,15,71661
9,17160,52,44,2,11,175285
3,20550,41,51,6,12,31499
1,28740,22,58,13,7,57518
1,7300,27,58,8,7,57455
1,1500,59,51,8,1,1
4,11780,30,47,20,4,55765
1,10800,40,47,2,12,72157
11,5930,18,56,6,13,44309
1,12300,39,41,6,9,67015
6,18540,7,39,11,10,55772
4,1500,31,43,9,1,1
1,13810,34,38,19,12,85101
6,12620,56,39,7,12,111241
1,21730,17,41,15,13,201243
13,6000,41,45,2,17,49090
10,8040,39,44,8,10,26456
10,10890,18,30,2,12,22011
13,15700,71,49,9,12,13149
1,7400,12,43,8,1,1
6,11330,57,39,6,14,17016
4,19340,40,30,20,13,54029
1,1500,24,46,2,1,1
7,10940,23,39,2,12,22614
10,30290,43,30,8,12,89086
6,23370,29,46,11,14,120402
10,14760,34,51,12,12,61667
1,11060,16,61,7,18,25526
11,8460,26,55,16,15,145736
3,25280,49,33,12,1,1
4,19760,41,42,11,13,53905
1,33430,53,49,23,14,147456
3,16970,7,49,2,15,46210
4,6500,14,50,2,13,31292
1,11530,29,47,11,13,53321
7,24510,16,50,9,9,54029
10,25760,45,39,13,11,74720
3,5400,31,39,11,1,1
1,10320,32,49,18,15,39194
4,34480,39,56,2,10,61965
1,9310,49,33,10,17,24397
10,12700,37,55,5,15,30560
14,26810,18,35,8,7,77557
7,9510,34,36,9,13,77951
4,12580,51,49,16,13,61791
13,27820,51,44,15,16,77699
1,10780,26,57,11,11,35779
6,45680,10,49,13,15,54029
6,33570,10,51,15,12,103446
4,21430,39,39,10,7,81043
6,10340,45,56,2,15,24267
15,9890,40,29,6,7,16610
17,2280,55,54,2,13,52723
4,7720,5,57,10,13,62204
3,8270,47,41,3,9,26653
4,13260,35,47,2,12,22296
6,6720,45,45,10,13,33649
4,5500,25,40,2,1,1
1,6740,28,41,7,11,54029
4,18010,49,45,18,9,49262
1,37420,24,35,9,14,126047
6,12840,43,42,2,11,998
1,11440,50,49,8,16,26989
1,18280,45,41,12,15,89893
6,6000,46,45,2,11,32280
6,23970,95,41,10,14,54029
1,4040,33,45,2,13,54029
4,34310,10,53,10,6,183297
